name,company,image,for_gender,rating,number_votes,main_accords,description,top notes,middle notes,base notes,season,longevity,sillage,gender_vote,price value,price
212 VIP,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.10126.jpg,for women,3.87,4252,"['vanilla', 'rum', 'sweet', 'tropical', 'fruity', 'white floral', 'powdery', 'musky', 'woody', 'fresh']","212 VIP by Carolina Herrera is a Oriental Vanilla fragrance for women. 212 VIP was launched in 2010. The nose behind this fragrance is Alberto Morillas. Top notes are Rum and Passionfruit; middle notes are Gardenia and Musk; base notes are Vanille and Tonka Bean. Carolina Herrera 212 VIP, launched in September 2010, is surrounded by slogans such as ""Are you on the list?"" and ""This is a private party"", 212 VIP embodies the lifestyle of those in centre of attention. First of all, the inspiration is sought amongst New York youth; those young, stylish, modern and creative people, always ready for fun.212 VIP is glamorous and exclusive in its composition, which was developed by the perfumer Alberto Morillas, inspired by the energetic life of New York metropolis, the city that never sleeps. Fresh aromas of seductive rum and passion fruit from the beginning of the compositions will take you to the musk and gardenia heart, and then to the soft base of vanilla and tonka bean. It is available as 30, 50 and 80 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Rum', 'Passionfruit']","['Gardenia', 'Musk']","['Vanille', 'Tonka Bean']",fall,"{'very weak': 45, 'weak': 88, 'moderate': 324, 'long lasting': 472, 'eternal': 183}","{'intimate': 127, 'moderate': 541, 'strong': 396, 'enormous': 225}","{'female': 38, 'more female': 10, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 10, 'ok': 25, 'good value': 5, 'great value': 0}",300
Voyage d'Hermes,Hermès,https://fimgs.net/mdimg/perfume/375x500.7916.jpg,for women and men,4.15,3304,"['warm spicy', 'citrus', 'green', 'aromatic', 'woody', 'fresh', 'musky']","Voyage d'Hermes by Hermès is a Woody Floral Musk fragrance for women and men. Voyage d'Hermes was launched in 2010. The nose behind this fragrance is Jean-Claude Ellena. Top notes are Cardamom, Amalfi Lemon and Spices; middle notes are Tea, Green Notes and Floral Notes; base notes are Woodsy Notes and Musk. Voyage d`Hermes is a unisex fragrance presented in 2010 and it arrives on the market in March. Perfumer of this edition is Jean-Claude Ellena. The fragrance is available as 35ml, 100ml and 125ml edt. This composition has accentuated aromas of fresh wood and musk. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Cardamom', 'Amalfi Lemon', 'Spices']","['Tea', 'Green Notes', 'Floral Notes']","['Woodsy Notes', 'Musk']",spring,"{'very weak': 75, 'weak': 184, 'moderate': 387, 'long lasting': 135, 'eternal': 43}","{'intimate': 291, 'moderate': 445, 'strong': 189, 'enormous': 151}","{'female': 2, 'more female': 1, 'unisex': 31, 'more male': 10, 'male': 9}","{'way overpriced': 3, 'overpriced': 8, 'ok': 21, 'good value': 4, 'great value': 1}",300
Dior Homme Intense 2011,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13016.jpg,for men,4.49,8172,"['iris', 'powdery', 'woody', 'earthy', 'violet', 'floral', 'aromatic', 'musky', 'lavender', 'fruity']","Dior Homme Intense 2011 by Christian Dior is a Woody Floral Musk fragrance for men. Dior Homme Intense 2011 was launched in 2011. The nose behind this fragrance is Francois Demachy. Top note is Lavender; middle notes are iris, Ambrette (Musk Mallow) and Pear; base notes are Virginia Cedar and Vetiver.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Lavender'],"['iris', 'Ambrette (Musk Mallow)', 'Pear']","['Virginia Cedar', 'Vetiver']",fall and winter,"{'very weak': 163, 'weak': 161, 'moderate': 448, 'long lasting': 1550, 'eternal': 1696}","{'intimate': 333, 'moderate': 1194, 'strong': 2159, 'enormous': 853}","{'female': 10, 'more female': 11, 'unisex': 160, 'more male': 224, 'male': 166}","{'way overpriced': 32, 'overpriced': 99, 'ok': 261, 'good value': 83, 'great value': 20}",300
Cedrat Boise,Mancera,https://fimgs.net/mdimg/perfume/375x500.15211.jpg,for women and men,4.21,3508,"['woody', 'fruity', 'citrus', 'powdery', 'aromatic', 'leather', 'sweet', 'warm spicy', 'animalic', 'vanilla']","Cedrat Boise by Mancera is a Citrus Aromatic fragrance for women and men. Cedrat Boise was launched in 2011. The nose behind this fragrance is Pierre Montale. Top notes are Sicilian Lemon, Black Currant, Bergamot and Spicy Notes; middle notes are Fruity Notes, Patchouli Leaf and Water Jasmine; base notes are Cedar, Leather, Sandalwood, Vanilla, Moss and White Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Sicilian Lemon', 'Black Currant', 'Bergamot', 'Spicy Notes']","['Fruity Notes', 'Patchouli Leaf', 'Water Jasmine']","['Cedar', 'Leather', 'Sandalwood', 'Vanilla', 'Moss', 'White Musk']",spring,"{'very weak': 123, 'weak': 130, 'moderate': 436, 'long lasting': 958, 'eternal': 518}","{'intimate': 260, 'moderate': 844, 'strong': 1091, 'enormous': 506}","{'female': 6, 'more female': 6, 'unisex': 84, 'more male': 152, 'male': 157}","{'way overpriced': 9, 'overpriced': 42, 'ok': 152, 'good value': 148, 'great value': 31}",300
Le Parfum,Elie Saab,https://fimgs.net/mdimg/perfume/375x500.12258.jpg,for women,4.03,6894,"['white floral', 'honey', 'sweet', 'floral', 'woody', 'citrus', 'patchouli']","Le Parfum by Elie Saab is a Oriental Floral fragrance for women. Le Parfum was launched in 2011. The nose behind this fragrance is Francis Kurkdjian. Top note is African Orange flower; middle note is Jasmine; base notes are white honey, Patchouli, Rose and Virginia Cedar. The first fragrance from the Lebanese haute couture designer is simply called Le Parfum. After 279 trial versions, an ultra-feminine, flowery-woody composition has been selected, signed by perfumer Francis Kurkdjian. The perfume opens with notes of orange blossom. Jasmine is in the heart, including both Grandiflorum and Sambac, whereas the base consists of cedar, patchouli and rose honey accord.
The simple glass bottle of Baroque style was designed by Syvie de France. The campaign features the famous model Anja Rubik. Le Parfum is available as 30, 50 and 90 ml Eau de Parfum with an accompanying collection that includes perfumed deodorant, body lotion, body cream and shower gel. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['African Orange flower'],['Jasmine'],"['white honey', 'Patchouli', 'Rose', 'Virginia Cedar']",fall and spring,"{'very weak': 87, 'weak': 121, 'moderate': 489, 'long lasting': 832, 'eternal': 348}","{'intimate': 232, 'moderate': 749, 'strong': 884, 'enormous': 480}","{'female': 151, 'more female': 19, 'unisex': 6, 'more male': 0, 'male': 1}","{'way overpriced': 9, 'overpriced': 20, 'ok': 74, 'good value': 46, 'great value': 12}",300
Dior Homme,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13015.jpg,for men,4.41,5088,"['iris', 'cacao', 'powdery', 'earthy', 'aromatic', 'woody', 'warm spicy', 'violet', 'leather', 'lavender']","Dior Homme by Christian Dior is a Woody Floral Musk fragrance for men. Dior Homme was launched in 2011. The nose behind this fragrance is Francois Demachy. Top notes are Lavender, Bergamot and Sage; middle notes are iris, Cacao and Amber; base notes are Leather, Vetiver and Patchouli.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lavender', 'Bergamot', 'Sage']","['iris', 'Cacao', 'Amber']","['Leather', 'Vetiver', 'Patchouli']",spring,"{'very weak': 99, 'weak': 174, 'moderate': 550, 'long lasting': 939, 'eternal': 185}","{'intimate': 316, 'moderate': 1234, 'strong': 518, 'enormous': 296}","{'female': 5, 'more female': 3, 'unisex': 56, 'more male': 94, 'male': 59}","{'way overpriced': 8, 'overpriced': 44, 'ok': 87, 'good value': 45, 'great value': 11}",300
Jimmy Choo,Jimmy Choo,https://fimgs.net/mdimg/perfume/375x500.10573.jpg,for women,3.82,6358,"['sweet', 'patchouli', 'fruity', 'woody', 'warm spicy', 'caramel', 'earthy', 'green', 'floral', 'aquatic']","Jimmy Choo by Jimmy Choo is a Chypre Fruity fragrance for women. Jimmy Choo was launched in 2011. The nose behind this fragrance is Olivier Polge. Top notes are Pear, Mandarin Orange and Green Notes; middle note is Orchid; base notes are Toffee and Patchouli. The most popular brand of luxury shoes and fashion accessories, Jimmy Choo, launches its first fragrance, simply named Jimmy Choo.  Jimmy Choo fragrance, described as ""feminine yet empowering, with a lot of sensuality to it"", was developed in cooperation with Inter Parfums and the famous perfumer from IFF Olivier Polge. The seductive composition is a modern chypre fruity, with green top notes, tiger orchid, sweet toffee caramel and Indonesian patchouli. The packaging and the textured glass bottle is designed by Mellon herself. She was inspired by Murano glass and devoted so much attention to the appearance, so that it would be desirable and appropriate for your nightstand. Mellon is also the face of the campaign shot with photographers Inez van Lamsweerde and Vinoodh Matadin. Jimmy Choo launched in February 2011 as 40 and 100 ml Eau de Parfum, body lotion and shower gel. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pear', 'Mandarin Orange', 'Green Notes']",['Orchid'],"['Toffee', 'Patchouli']",fall,"{'very weak': 95, 'weak': 136, 'moderate': 576, 'long lasting': 711, 'eternal': 257}","{'intimate': 239, 'moderate': 841, 'strong': 730, 'enormous': 326}","{'female': 137, 'more female': 22, 'unisex': 13, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 13, 'ok': 60, 'good value': 74, 'great value': 14}",300
Tresor Midnight Rose,Lancome,https://fimgs.net/mdimg/perfume/375x500.11721.jpg,for women,3.96,7931,"['fruity', 'rose', 'sweet', 'soft spicy', 'aromatic', 'green', 'fresh', 'woody', 'floral', 'musky']","Tresor Midnight Rose by Lancome is a Floral Woody Musk fragrance for women. Tresor Midnight Rose was launched in 2011. Top notes are Raspberry and Rose; middle notes are Cassis, Pink Pepper, Peony and Jasmine; base notes are Vanille, Musk and Virginia Cedar. The latest fragrance by the house of Lancome, Tresor Midnight Rose is announced as a seductive edition, successor to the last year's edition Tresor In Love in a purple flacon.
A new dose of Parisian romance provides a fragrant story beginning with passionate accords of raspberry and rich rose nuance. Love at first sight which happened between gentle rose petals and red fruit zest of raspberry continues with a hint of peony and jasmine, in an elegant and sophisticated way. Insolence felt in a heart comes from pink pepper and a dose of gentleness from currant buds. Base notes provide tranquility and comfort– composed of warm and soft vanilla, woody nuances of Virginian cedar and sensual musky veil.
Top notes: raspberry rose absolute
Heart: jasmine, peony, currant buds, pink pepper
Base: Virginian cedar, musk and vanilla
Face of the new Lancome Tresor Midnight Rose is Emma Watson, who posed for photos of the campaign in Paris. The photos were taken by Mario Testino.On the market from September 2011! Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Raspberry', 'Rose']","['Cassis', 'Pink Pepper', 'Peony', 'Jasmine']","['Vanille', 'Musk', 'Virginia Cedar']",fall,"{'very weak': 73, 'weak': 119, 'moderate': 482, 'long lasting': 913, 'eternal': 565}","{'intimate': 223, 'moderate': 774, 'strong': 1077, 'enormous': 506}","{'female': 152, 'more female': 6, 'unisex': 3, 'more male': 1, 'male': 1}","{'way overpriced': 5, 'overpriced': 23, 'ok': 95, 'good value': 21, 'great value': 3}",300
Pegasus,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.16938.jpg,for men,4.18,1811,"['almond', 'vanilla', 'powdery', 'nutty', 'sweet', 'lavender', 'fruity', 'floral', 'woody', 'fresh spicy']","Pegasus by Parfums de Marly is a Oriental Fougere fragrance for men. Pegasus was launched in 2011. Top notes are Heliotrope, Cumin and Bergamot; middle notes are Bitter Almond, Lavender and Jasmine; base notes are Vanilla, Sandalwood and Amber. Pegasus is the sixth perfume from the house Parfums de Marly. It is classified as an oriental - fougere composition.  Top notes: bergamot, heliotrope and cumin. Heart: jasmine, bitter almond and lavender. Base: amber, vanilla and sandalwood.  It is available as 125 ml EDT. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Heliotrope', 'Cumin', 'Bergamot']","['Bitter Almond', 'Lavender', 'Jasmine']","['Vanilla', 'Sandalwood', 'Amber']",fall,"{'very weak': 50, 'weak': 54, 'moderate': 145, 'long lasting': 292, 'eternal': 460}","{'intimate': 118, 'moderate': 303, 'strong': 517, 'enormous': 397}","{'female': 5, 'more female': 6, 'unisex': 66, 'more male': 86, 'male': 31}","{'way overpriced': 19, 'overpriced': 58, 'ok': 70, 'good value': 19, 'great value': 3}",300
Lira,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11801.jpg,for women,4.32,2327,"['citrus', 'caramel', 'vanilla', 'sweet', 'cinnamon', 'soft spicy', 'fresh spicy', 'powdery', 'warm spicy', 'balsamic']","Lira by Xerjoff is a Oriental Floral fragrance for women. Lira was launched in 2011. The nose behind this fragrance is Chris Maurice. Top notes are Blood Orange, Bergamot and Lavender; middle notes are Cinnamon, Licorice and Jasmine; base notes are Caramel, Vanille and Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Blood Orange', 'Bergamot', 'Lavender']","['Cinnamon', 'Licorice', 'Jasmine']","['Caramel', 'Vanille', 'Musk']",fall and winter,"{'very weak': 45, 'weak': 62, 'moderate': 154, 'long lasting': 253, 'eternal': 205}","{'intimate': 145, 'moderate': 328, 'strong': 355, 'enormous': 310}","{'female': 94, 'more female': 40, 'unisex': 18, 'more male': 3, 'male': 1}","{'way overpriced': 31, 'overpriced': 56, 'ok': 29, 'good value': 13, 'great value': 3}",300
